property_id,purpose,type,added_on,furnishing,currency,price,location,bed,bath,size,permit_number,agent_name,image_url,breadcrumb,amenities,description
Bayut - R-1BR-PH,For Rent,Apartment,18 April 2024,Unfurnished,AED,"87,000","Park Heights 2, Park Heights, Dubai Hills Estate, Dubai",1 Bed,1 Bath,645 sqft,7181195585,Azmath Hussain Syed,https://images.bayut.com/thumbnails/722636360-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Hills Estate>Park Heights>Park Heights 2>Bayut - R-1BR-PH,"Balcony or Terrace,Shared Kitchen,Swimming Pool,Jacuzzi,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Jacuzzi,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Business Center,Conference Room,Security Staff,CCTV Security,Shared Kitchen,Laundry Room,Laundry Facility,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge,Freehold","Vierra Property Brokers is delighted to announce 1 bedroom apartment for rent in Park heights 2 one of the most luxurious community in Dubai Hills Estate.  Apartment features 1 Bedroom  Size: 645.30 Sft Chiller free ( Chiller charges paid by owner) Appliances Refrigerator, Cooking range, Oven, Dishwasher, Washing machine 1 Bathroom Separate Laundry Room With Balcony With Appliances Pool View Open Plan kitchen Access to Dubai Hills Main park from building Free access to Swimming pool & Gym  Well Maintained by EMAAR Cheques are flexible with respect to change in price For viewing and more details contact area expert Mr Azmath  View Contact Detail About Us: Vierra Property Brokerage operates under the laws of the UAE and adheres to the regulations set forth by the Dubai government. Founded in 1999, Vierra aims to support expatriates from the Gulf region and global investors looking to acquire properties in Dubai. Our team consists of professionals who are both multilingual and come from various nationalities, enabling us to better cater to our international clientele. The company holds a license from the Dubai Department of Economic Development and is officially registered with the Real Estate Regulatory Agency (RERA), allowing us to facilitate property dealings within Dubai. Additionally, we provide comprehensive guidance to our clients during the property transaction process to help them make informed choices."
Bayut - axc-3975979,For Rent,Apartment,24 April 2024,Unfurnished,AED,"145,000","West Avenue, Dubai Marina, Dubai",2 Beds,3 Baths,"1,237 sqft",7114958785,Emilie Rose Norey,https://images.bayut.com/thumbnails/728991993-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Marina>West Avenue>Bayut - axc-3975979,"Balcony or Terrace,View,Centrally Air-Conditioned,Laundry Room,Centrally Air-Conditioned,Balcony or Terrace,Laundry Room,24 Hours Concierge,View","AX CAPITAL Real Estate is offering this luxurious 2-bedroom apartment in the heart of Dubai Marina for rent.  West Avenue features an incredible lifestyle with exceptional service. This apartment comes fitted and equipped Offering a large, stretched private balcony! PROPERTY DETAILS:  - 2 bedroom - 3 bathrooms  - Unfurnished - BUA: 1,237.20 sq ft  - High floor - Equipped kitchen  - Modern finishings - Spacious layout  - Floor-ceiling windows - Large stretched balcony - Directly on the Marina Walk - Reference No. axc View Contact Detail AMENITIES: - Health Club - Gym and Fitness Facilities  - Lap pool and infinity pool - Wellness for men & women - Business lounge - Restaurants - 24 Hour Security ABOUT WEST AVENUE: West Avenue is known for its world-class service and amenities. Enjoy the branded residence with a seamless blend of contemporary elegance and convenience. Their luxury designed apartments offer a sanctuary of comfort and style with modern, high-end finishings. The building is strategically located, offering direct access to the Marina Walk with close proximity to shops, restaurants or cafes, and easy accessibility to Sheikh Zayed Road For further details or to arrange a viewing appointment, call or WhatsApp Emilie Rose Norey,  View Contact Detail ABOUT US: AX CAPITAL was built upon a desire to create a real estate agency of the modern era where the customer is central to everything we do. With our values clearly defined, we are committed to continuously evolving as a real estate agency, and it is this passion and dedication that marks the foundation of AX CAPITAL and makes us different.  Explore Our Services:  - AX MANAGEMENT - AX DESIGN - AX CORPORATE"
Bayut - MAT-1BHK-CATCH,For Rent,Apartment,20 June 2024,Unfurnished,AED,"70,000","Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",1 Bed,2 Baths,612 sqft,71395609639,Mateen Shahid,https://images.bayut.com/thumbnails/727316560-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 12>Catch Residences>Bayut - MAT-1BHK-CATCH,"Balcony or Terrace,Swimming Pool,Flooring,Jacuzzi,Electricity Backup,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 5,Service Elevators,Completion Year,: 2024,Prayer Room,Reception/Waiting Room,Flooring,First Aid Medical Center,Gym or Health Club,Swimming Pool,Jacuzzi,Sauna,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Laundry Facility,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge,Nearby Shopping Malls,Freehold","Sapient Homes Properties LLC  wants you to experience contemporary living at its finest in this sophisticated 1 bedroom apartment located in the esteemed Catch Residence. Boasting smart home features and a beautifully fitted kitchen, this residence offers a seamless blend of technology, style, and convenience.  Upon entering this elegant apartment, you are welcomed into a well-designed living space that effortlessly merges with a sleek, modern kitchen complete with smart appliances and top-of-the-line finishes. The bedroom provides a cozy retreat, while smart home features throughout the apartment offer added comfort and control at your fingertips.  Features and Amenities: -1 bedroom - 2 Bathroom - High floor unit -SMBZ road view - Resort-like swimming pool - Fully equipped gym - Kid’s play area - Outdoor Yoga area  - Picnic space on the Roof - Attractive lobby - Games room - State-of-the-art kitchen appliances -Spacious living room -Large Terrace"
Bayut - 6770010,For Rent,Townhouse,25 November 2023,Unfurnished,AED,"80,000","Mimosa, DAMAC Hills 2 (Akoya by DAMAC), Dubai",3 Beds,3 Baths,"1,239 sqft",69315265295,Madhav Jakhotia,https://images.bayut.com/thumbnails/681635990-800x600.jpeg,Townhouse for rent in Dubai Townhouses>DAMAC Hills 2 (Akoya by DAMAC)>Mimosa>Bayut - 6770010,"Balcony or Terrace,Swimming Pool,Gym or Health Club,Day Care Center,Balcony or Terrace,Gym or Health Club,Swimming Pool,Day Care Center,Kids Play Area,Cafeteria or Canteen","Classic Properties is pleased to offer exquisite 3 bedroom for rent in DAMAC Hills 2!! - 3 Bedroom Villa - 3 Bathroom - Terrace - 2 Parking  Vacant and Ready to Move In For more Details & Viewing call our area specialist agent Anirudh  View Contact Detail BRN 32820  ORN 18715 Mimosa Cluster is just 25 minutes far from the center of the city next to the Umm Suqeim Expressway, carefully designed master plan and road network system, with dedicated spaces for world-class amenities.  Akoya is a self-contained Dubai land community, set around the Trump World Golf Course. Each cluster of villas has its own community pool & play area, whilst a huge community center will offer a supermarket, gymnasium, retail & dining Neighboring Golf Verde will add an Intl school and park. Meanwhile, the rest of Dubai is easily accessed via four major highways.  30 mts along the UMM Suqeim road access to four major highways, business & leisure hubs of Dubai Studio City, Media City, Internet City, Barsha Heights."
Bayut - H4L-3605007,For Rent,Apartment,24 April 2024,Unfurnished,AED,"120,000","Zahra Breeze Apartments 3B, Zahra Breeze Apartments, Town Square, Dubai",3 Beds,3 Baths,"1,359 sqft",7125707815,Paresh Kamlani,https://images.bayut.com/thumbnails/676806018-800x600.jpeg,Apartment for rent in Dubai Apartments>Town Square>Zahra Breeze Apartments>Zahra Breeze Apartments 3B>Bayut - H4L-3605007,,"Homes 4 Life Real Estate is pleased to bring you this Mid -floor  flat in Zahra Breeze Apartments 3B at Town Square to the sort of individuals who want to enjoy a low-stress life.  The 1358.84 sq. ft design includes a sleeping area together with a  bathroom, designed with practicality and aesthetic appeal in mind.  Let's not forget to point out the:   *   Top-of-the-line -shaped corner kitchen that's great for rustling up your family favourite *   Brand new condition *   1 parking bay *   Children's Pool | Community Swimming Pool | Swimming Pool We can arrange to handover the keys straight away.   A viewing is highly advised. Pick up the phone and call me.  Call Paresh Kamlani from Homes 4 Life on  View Contact Detail  or email  Send e-mail  to come and view.  Office Address: Retail Shop # 1, Safi Apartments 1B, Town Square Dubai.  Town Square is a mega project launched in Dubai in early March 2015. Located along Al Qudra Road, the development is 750 acres in size and will eventually consist of 3,000 townhouses and 18,000 apartments. According to the developer, NSHAMA, the entire project will be built over 10 years."
Bayut - BB-SAM-VOGUE-STD-NJ,For Rent,Apartment,14 June 2024,Unfurnished,AED,"74,999","The Voleo, Business Bay, Dubai",Studio,1 Bath,521 sqft,7114824321,Sameh Hamada,https://images.bayut.com/thumbnails/726962394-800x600.jpeg,Apartment for rent in Dubai Apartments>Business Bay>The Voleo>Bayut - BB-SAM-VOGUE-STD-NJ,"Furnished,Balcony or Terrace,Shared Kitchen,Parking Spaces,: 1,Furnished,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Security Staff,CCTV Security,Shared Kitchen,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge","Azco Real Estate is pleased to offer this Magnificent Fully Furnished Studio Apartment in Damac Maison,The Vogue, Business Bay, Dubai. The property is spread over 521 sq. ft and has a modern outstanding finishing.  PROPERTY FEATURES: - Studio - 1 Bathroom - Full Canal View - Fully Furnished - Big Balcony - Kitchen Appliances - Well Maintained - Built-in Wardrobes - Centralized A/C - Elegant lobby with a café - State-of-the-art gymnasium - Nearby retail shop - Ample parking - Nearby dining and restaurants - Close proximity to Dubai Mall - Jacuzzi and steam rooms - Shared Large outdoor Pool  -Sauna, SPA, Steam Room The Vogue, a prestigious project developed by DAMAC Properties, represents the epitome of luxury living. This development offers a range of contemporary fully furnished and serviced apartments, including one, two, three-bedroom units, and studios, each designed to meet the highest standards of comfort and elegance.  Strategically located in Business Bay, The Vogue boasts commanding views of the Downtown District and Al Khail Road. Moreover, its prime location offers residents convenient access to The Dubai Mall, the world's largest shopping destination, just a stone's throw away.  Buyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate!"
Bayut - L-222751,For Rent,Villa,17 April 2024,Unfurnished,AED,"150,000","Expo Golf Villas 1 (Parkside 1), Expo Golf Villas, Emaar South, Dubai South, Dubai",4 Beds,4 Baths,"2,954 sqft",69198620806,Ashley Guppy,https://images.bayut.com/thumbnails/698492060-800x600.jpeg,Villa for rent in Dubai Villas>Dubai South>Emaar South>Expo Golf Villas>Expo Golf Villas 1 (Parkside 1)>Bayut - L-222751,"Balcony or Terrace,Lawn or Garden","Single Row | Emaar South | Vacant Corner - Upgraded garden - Brand New - Single Row - 4 Bedroom plus maids room - Plot 2,954 Sq Ft - Ready and Vacant - Property reference: L View Contact Detail - Agent: Ashley Guppy  View Contact Detail Brand new, single row, 4 bedroom plus maids in Parkside, Emaar South Just handed over off Emirates Road, is the sought after Parkside 2 at Emaar South amenities are shared with the wider Emaar South community which will include a barbecue area, a basketball court, a cafe, a long championship golf course, children's play areas, gymnasiums, health centre, a park, restaurants, a retail centre, schools and a swimming pool. A fully integrated community featuring an 18-hole golf course For further details or to arrange a viewing appointment please contact our Head Office on  View Contact Detail , alternatively visit our website www. allsoppandallsopp. com Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details."
Bayut - 103520-7TrnYh Shikha,For Rent,Apartment,14 June 2024,Furnished,AED,"199,999","Forte 2, Forte, Downtown Dubai, Dubai",2 Beds,2 Baths,"1,132 sqft",7127236802,Sonam Vinod Kumar,https://images.bayut.com/thumbnails/726980168-800x600.jpeg,Apartment for rent in Dubai Apartments>Downtown Dubai>Forte>Forte 2>Bayut - 103520-7TrnYh Shikha,,"Altin International is pleased to offer you 2 Bedroom apartment in Downtown Dubai, Forte Tower 2.  Property Details- -2 Bedroom  -2 Bathrooms -01 Balcony -01 Parking -Huge Hall -Area-1,131.83 sqft -Built-in Wardrobes in Room Well Equipped American Style Kitchen  Central A/C  Fully Furnished Amenities- Pool Gymnasium  Free Maintenance  Security 24/7 CCTV cameras  Children's Play Area Children's Pool Concierge Kitchen Appliances Lobby in Building Shared Spa Price-  Aed-210,000 4 cheques Aed-199,999 2 cheques Contact Altin International today to arrange a viewing.  Phone:  View Contact Detail Email:  Send e-mail"
Bayut - 100037-0toghM,For Rent,Apartment,19 June 2024,Unfurnished,AED,"55,000","Autumn 2 Block A, Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",1 Bed,2 Baths,645 sqft,7187669710,Awais Jalil,https://images.bayut.com/thumbnails/727160568-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 15>Seasons Community>Autumn>Autumn 2 Block A>Bayut - 100037-0toghM,"Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Centrally Air-Conditioned,Parking Spaces,: 1,Centrally Air-Conditioned,Double Glazed Windows,Balcony or Terrace,Prayer Room,Reception/Waiting Room,Gym or Health Club,Facilities for Disabled,Swimming Pool,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security","Al Arfeen Real Estate is pleased to offer you this 1 Bedroom Apartment in Autumn 2, JVC.   Key highlights of the apartment: 1 Bedroom 2 Bathrooms Kitchen 1 Balcony Covered Parking Amenities: Kids Play Area Gym or Health Club Swimming Pool Balcony or Terrace Service Elevators Reception/Waiting Room Security Staff CCTV Security 24 Hours Concierge Double Glazed Windows Centrally Air-Conditioned Central Heating Electricity Backup Maintenance Staff Call Us - Mr. Awais - Property Consultant AL ARFEEN REAL ESTATE: A privately-owned real estate company in Dubai certified by RERA. We have an extensive portfolio of residential and commercial and offer a wide range of services to local and foreign investors. We also provide a personalized service tour to our clients and pride ourselves."
Bayut - mayak-8778152,For Rent,Apartment,13 June 2024,Furnished,AED,"120,000","Ocean Heights, Dubai Marina, Dubai",1 Bed,1 Bath,"1,192 sqft",7127419900,,https://images.bayut.com/thumbnails/726806032-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Marina>Ocean Heights>Bayut - mayak-8778152,,"Mayak Real Estate L. L. C is pleased to offer for rent this spacious 1-bed apartment in the prestigious Ocean Heights Tower.  Property Details:- - One Bedroom - One Bathroom - Furnished - Part Sea Views - Chiller Free - Opened Kitchen - Kitchen Appliances - 1 Allocated Parking - Swimming Pool - Fully Equipped Gym - Jacuzzi and Sauna - Close to the tram station - Easy Access to SZR For further details or to arrange a viewing appointment please contact our area specialist Mr. Anto Nirmal Kumar View Contact Detail Ocean Heights is a residential tower located in the heart of Dubai Marina. The luxury apartments range from one-bedroom units to lavish penthouses, featuring high-quality finishes and modern amenities. Residents enjoy access to a state-of-the-art fitness center, outdoor swimming pool, children's play area, and round-the-clock security. Ocean Heights epitomizes luxury living with its prime location, stunning views, and vibrant community atmosphere."
Bayut - MB-R-3206,For Rent,Apartment,7 June 2024,Furnished,AED,"218,000","DAMAC Heights, Dubai Marina, Dubai",3 Beds,3 Baths,"1,924 sqft",7116766025,Nicoleta Constantin,https://images.bayut.com/thumbnails/722839774-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Marina>DAMAC Heights>Bayut - MB-R-3206,"Furnished,Balcony or Terrace,Maids Room,Swimming Pool,Furnished,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,Prayer Room,Reception/Waiting Room,First Aid Medical Center,Gym or Health Club,Swimming Pool,Day Care Center,Kids Play Area,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Business Center,Conference Room,Security Staff,CCTV Security,24 Hours Concierge,Maids Room,View,Freehold","KAYE & CO REAL ESTATE L. L. C. welcomes you to experience the epitome of luxury living in this exquisite 3-bedroom apartment located in Damac Heights, Dubai Marina.  Property details: - The apartment boasts a sleek, contemporary design with high-quality finishes.  - The open-plan living and dining area is perfect for entertaining and relaxation, featuring floor-to-ceiling windows that provide abundant natural light and stunning marina views.  - The fully-equipped kitchen includes state-of-the-art appliances, modern cabinetry, and ample counter space.  - The luxurious master suite comes with an en-suite bathroom featuring premium fixtures, a walk-in closet, and large windows offering panoramic views of Dubai Marina.  - The two additional bedrooms are spacious and well-designed, each with en-suite bathrooms and built-in wardrobes.  - Enjoy the spectacular views of the marina and the city skyline from the private balcony, perfect for unwinding after a long day.  Experience luxurious waterfront living at its finest in Damac Heights, Dubai Marina. Make this spectacular 3-bedroom apartment your new home and embrace the vibrant lifestyle that Dubai Marina has to offer.  KAYE & CO. is a privately-run real estate firm with over fifteen years of local industry experience. We are a Downtown focused agency and if you are looking for somebody to guide you in this community, please contact us."
Bayut - JVC-DVP-AK-LAVITA-1BR,For Rent,Apartment,29 April 2024,Unfurnished,AED,"80,000","La Vita Bella, JVC District 10, Jumeirah Village Circle (JVC), Dubai",1 Bed,2 Baths,838 sqft,71603219374,Amir Shahzad Khan,https://images.bayut.com/thumbnails/727533884-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 10>La Vita Bella>Bayut - JVC-DVP-AK-LAVITA-1BR,"Balcony or Terrace,Swimming Pool,Centrally Air-Conditioned,Gym or Health Club","Azco Real Estate is thrilled to offer a stunning 1 Bedroom apartment in La Vita Bella in Jumeirah Village Circle. The property size is 838 sq. ft. has a modern outstanding finishing.  PROPERTY FEATURES: - 1 Bedroom - 2 Bathrooms - Balcony - Kitchen Appliances - 1 Parking Space - Central A/C - Built-in Wardrobes - Pets Allowed - Swimming Pool - Children's Play Area - Tennis Court - Kids Play Area - Infinity Pool - Fitness Center - BBQ Area - Luxury lobby - Floor to Ceiling Panoramic Windows - Sauna and Steam Room - Walking Distance to JSS International School - Public Park - Shopping Malls - Public transportation PRICE : 80,000 /- Cheques : 4 Security Deposit : 5 % Move in date is on May 20, 2024 La Vita Bella is a six-storey residential building under development in District 10, Jumeirah Village Circle. Jumeriah Village Circle is a modern and unique family-oriented community provides a beautiful, self-contained environment for residents, with all the modern facilities of a city in a tranquil village setting. It boasts a range of amenities making it an ideal spot for renters and buyers.  For further details or to arrange a viewing appointment please contact Azco Real Estate.  Thank you for Choosing Azco Real Estate!"
Bayut - 8965-tS5pLN,For Rent,Apartment,22 March 2024,Furnished,AED,"74,999","Elite 1 Downtown Residence, Downtown Dubai, Dubai",Studio,1 Bath,516 sqft,7117941054,,https://images.bayut.com/thumbnails/650805491-800x600.jpeg,Apartment for rent in Dubai Apartments>Downtown Dubai>Elite 1 Downtown Residence>Bayut - 8965-tS5pLN,"Furnished,Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Furnished,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Service Elevators,Gym or Health Club,Swimming Pool,Kids Play Area,Lawn or Garden,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge,Freehold","AMAZON REAL ESTATE is proud to present to you this amazing and Fully Furnished Studio for Rent in the beautiful community ELITE DOWNTOWN RESIDENCES. A very well maintained and good taken care-of apartment and that too in such a good location is an offer you should definitely consider.   Amenities: *Fully Furnished * 516 Sq. ft *Fully Fitted Kitchen *1 Bathroom *Built-In Wardrobe *Swimming Pool *Reception and Lobby area Rent 80000 with 1 cheque bills not included Rent 85000 with 2-4 cheques bills not included  Rent 90000 with 6 cheques bills not included  Rent 9000 per month Including bills  ABOUT ONE DIRECTION REAL ESTATE One Direction Real Estate is a one-stop solution for all our client's real estate needs. We deal in both rental and sales properties all over Dubai. We care about our clients' housing and real estate needs and love to serve our valuable clients. We try our level best to provide you with a better living home at a good and reasonable price. Our aim is to provide the best quality service to our clients.   We would be more than happy to assist you! Inquire now for more details, View Contact Detail"
Bayut - 100037-a2oYsg,For Rent,Apartment,12 June 2024,Furnished,AED,"50,000","Pantheon Elysee I, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Studio,1 Bath,443 sqft,71216919102,Asbakh Khan,https://images.bayut.com/thumbnails/728759415-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 13>Pantheon Elysee I>Bayut - 100037-a2oYsg,"Furnished,Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Furnished,Parking Spaces,: 1,Centrally Air-Conditioned,Double Glazed Windows,Balcony or Terrace,Prayer Room,Reception/Waiting Room,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Kids Play Area,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security","Al Arfeen Real Estate is proud to offer you this Studio in Pantheon Elysee , JVC.   Pantheon Elysee is a low-rise residential tower in Jumeirah Village Circle. It is a collection of studio apartments and 1, 2 and 3-bedroom apartments. Pantheon Elysee has a total number of 268 apartments. It was developed by Pantheon Development.   Key highlights of the apartment: Studio 1 Bathrooms Kitchen Built in wardrobes 1 Parking Amenities: Day Care Center Gym or Health Club Swimming Pool Balcony or Terrace Service Elevators Reception/Waiting Room Security Staff CCTV Security 24 Hours Concierge Double Glazed Windows Centrally Air-Conditioned Central Heating Maintenance Staff Contact Us: Mr. Asbakh- Property Consultant AL ARFEEN REAL ESTATE: A privately-owned real estate company in Dubai certified by RERA. We have an extensive portfolio of residential and commercial and offer a wide range of services to local and foreign investors. We also provide a personalized service tour to our clients and pride ourselves on our industry knowledge, integrity, and professional approach to our real estate services."
Bayut - 102164-PfNEN1,For Rent,Apartment,8 May 2024,Unfurnished,AED,"65,000","Bloom Tower C, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",1 Bed,1 Bath,583 sqft,71101967211,Muhammad Irfan,https://images.bayut.com/thumbnails/690801417-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 10>Bloom Towers>Bloom Tower C>Bayut - 102164-PfNEN1,"Parking Spaces,: 1,Swimming Pool,Centrally Air-Conditioned,Lobby in Building,Parking Spaces,: 1,Centrally Air-Conditioned,Lobby in Building,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Kids Play Area,Security Staff,CCTV Security","House & Hedges Real Estate is pleased to offer this 1 Bedroom Apartment in Bloom Towers, Jumeirah Village Circle, Dubai.  Bloom Towers by Bloom Holding, a luxurious designed development located at Jumeirah Village Circle, Dubai. This stunning urban development is so connected with its three-towers at the podium level that offers a luxurious vibe of the luxury. Residents can have an ample choice option as the development offers a total no of 689 luxuriously designed units at its service.  PROPERTY DETAILS: - 1 Bedroom - 1 Bathroom - Area 583sqft.  - Unfurnished - Built in Wardrobe - Shared Pool - Shared Gym - Covered Parking - Pets Allowed - Kids Play Area - Mid Floor PRICE DETAILS: AED 65,000/- CHEQUES: 4 House and Hedges Real Estate, where your dream home journey begins. Our dedicated team is committed to turning your real estate aspirations into reality. Experience personalized service, unmatched expertise, and a seamless path to finding the perfect place to call home.   For more details or to schedule a viewing, please contact our dedicated team member Mr. Irfan Akhtar We're eager to assist you on your journey to finding your dream home. Thank you for choosing House & Hedges Real Estate."
Bayut - JVC-SHY-CATCHRES-1BR-R2,For Rent,Apartment,27 March 2024,Unfurnished,AED,"75,000","Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",1 Bed,2 Baths,659 sqft,71395605744,,https://images.bayut.com/thumbnails/655452578-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 12>Catch Residences>Bayut - JVC-SHY-CATCHRES-1BR-R2,"Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Electricity Backup,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Balcony or Terrace,Service Elevators,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Kids Play Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,24 Hours Concierge","Azco Real Estate is pleased to offer an impressive 1 Bedroom apartment in Catch Residences located in Jumeirah Village Circle. The property is spread over a size of 659 sq. ft. and has a modern style finishing.  PROPERTY FEATURES: - 1 Bedroom - 2 Bathrooms  - 1 Allocated Parking Space - Balcony - Fitted Kitchen - Built-in Wardrobes - Concierge Services - Barbeque Garden - Game Zone (Ping Pong, Foosball and Social Areas) - Multipurpose Room - Miami Style Sun Deck - CCTV and Security Services - Chic Cabanas and Sun Lounger Zones PRICE DETAILS:   Price: 75,000/- AED  Cheques: 3 Security Deposit: 5% Catch Residences creates a pace and energy that few buildings can muster, connecting life with work and play, and seamlessly incorporating the ultimate in interior design style and premium finishing, a community built for those who know what they want in life.  For further details or to arrange a viewing appointment please contact Azco Real Estate.  Thank you for Choosing Azco Real Estate!"
Bayut - LP001712,For Rent,Villa,17 April 2024,Unfurnished,AED,"300,000","Maple 3, Maple, Dubai Hills Estate, Dubai",4 Beds,4 Baths,"2,462 sqft",6580580868,Torin Emms,https://images.bayut.com/thumbnails/714220759-800x600.jpeg,Villa for rent in Dubai Villas>Dubai Hills Estate>Maple>Maple 3>Bayut - LP001712,,"Welcome to Maple at Dubai Hills Estate, where luxury living meets contemporary elegance. This stunning corner unit, newly vacant and ready for viewing, presents a rare opportunity to experience sophisticated urban living at its finest. Boasting four spacious bedrooms, including a master suite designed for ultimate comfort and relaxation, this residence offers ample space for families seeking a refined lifestyle.  The open-plan layout seamlessly integrates the living, dining, and kitchen areas, creating a welcoming ambiance perfect for entertaining guests or enjoying quality time with loved ones. Floor-to-ceiling windows bathe the interiors in natural light, while offering breathtaking views of the surrounding greenery.  Step outside to discover a private garden, where you can unwind amidst the tranquility of the estate. Residents of Maple enjoy access to a wide array of world-class amenities, including parks, schools, and retail outlets, ensuring a lifestyle of convenience and luxury.  Located within Dubai Hills Estate, this community offers a harmonious blend of urban living and natural beauty, making it one of Dubai's most sought-after destinations. Don't miss the opportunity to make this exquisite residence your new home. Schedule your viewing today and experience the epitome of luxury living in Dubai."
Bayut - LP39718,For Rent,Villa,26 April 2024,Unfurnished,AED,"280,000","Maple 3, Maple, Dubai Hills Estate, Dubai",4 Beds,3 Baths,"2,462 sqft",6991597503,Torin Emms,https://images.bayut.com/thumbnails/720297614-800x600.jpeg,Villa for rent in Dubai Villas>Dubai Hills Estate>Maple>Maple 3>Bayut - LP39718,,"Experience the pinnacle of luxury living in this exquisite 4 bedroom villa located in the prestigious Maple at Dubai Hills Estate. This stunning property combines sophistication with functionality, making it an ideal choice for discerning residents looking for an upscale lifestyle.  Designed with precision, the villa features spacious interiors that are both modern and inviting. The living areas are bathed in natural light, thanks to large windows that also offer picturesque views of the meticulously maintained landscapes surrounding the home. The sleek, contemporary kitchen is fully equipped with top-of-the-line appliances and ample counter space, perfect for both casual dining and entertaining guests.  The bedrooms are designed for ultimate comfort and privacy, with the master suite providing a serene escape, complete with a luxurious en-suite bathroom and a private balcony that overlooks the verdant greens of Dubai Hills Estate. Each additional bedroom is well-appointed, ensuring that every family member or guest enjoys comfort and style.  This villa in Maple at Dubai Hills Estate is not just a residence; it's a lifestyle statement, offering luxury, comfort, and convenience in one of Dubai's most sought-after neighbourhoods."
